abk|ab|Abkhazian|??|??|??
ace|??|Achinese|??|??|??
ach|??|Acoli|??|??|??
ada|??|Adangme|??|??|??
ady|??|"Adyghe| Adygei"|??|??|??
﻿aar|aa|Afar|??|??|??
afh|??|Afrihili|??|??|??
afr|af|Afrikaans|??|??|??
afa|??|Afro-Asiatic languages|??|??|??
ain|??|Ainu|??|??|??
aka|ak|Akan|Akan|245|0.00007
akk|??|Akkadian|??|??|??
alb|sq|Albanian|??|??|??
ale|??|Aleut|??|??|??
alg|??|Algonquian languages|??|??|??
tut|??|Altaic languages|??|??|??
amh|am|Amharic|??|??|??
anp|??|Angika|??|??|??
apa|??|Apache languages|??|??|??
ara|ar|Arabic|Arabic|16100000|4.6
arg|an|Aragonese|??|??|??
arp|??|Arapaho|??|??|??
arw|??|Arawak|??|??|??
arm|hy|Armenian|??|??|??
rup|??|"Aromanian| Arumanian| Macedo-Romanian"|??|??|??
art|??|Artificial languages|??|??|??
asm|as|Assamese|Assamese|35000|0.01
ast|??|"Asturian| Bable| Leonese| Asturleonese"|??|??|??
ath|??|Athapascan languages|??|??|??
aus|??|Australian languages|??|??|??
map|??|Austronesian languages|??|??|??
ava|av|Avaric|??|??|??
ave|ae|Avestan|??|??|??
awa|??|Awadhi|??|??|??
aym|ay|Aymara|??|??|??
aze|az|Azerbaijani|??|??|??
ban|??|Balinese|??|??|??
bat|??|Baltic languages|??|??|??
bal|??|Baluchi|??|??|??
bam|bm|Bambara|Bambara|140|0.00004
bai|??|Bamileke languages|??|??|??
bad|??|Banda languages|??|??|??
bnt|??|Bantu languages|??|??|??
bas|??|Basa|??|??|??
bak|ba|Bashkir|??|??|??
baq|eu|Basque|Basque|525000|0.15
btk|??|Batak languages|??|??|??
bej|??|"Beja| Bedawiyet"|??|??|??
bel|be|Belarusian|??|??|??
bem|??|Bemba|??|??|??
ben|bn|Bengali|Bengali|1750000|0.50
ber|??|Berber languages|??|??|??
bho|??|Bhojpuri|??|??|??
bih|bh|Bihari languages|??|??|??
bik|??|Bikol|??|??|??
bin|??|"Bini| Edo"|??|??|??
bis|bi|Bislama|??|??|??
byn|??|"Blin| Bilin"|??|??|??
zbl|??|"Blissymbols| Blissymbolics| Bliss"|??|??|??
nob|nb|"Bokmål, Norwegian| Norwegian Bokmål"|??|??|??
bos|bs|Bosnian|??|??|??
bra|??|Braj|??|??|??
bre|br|Breton|??|??|??
bug|??|Buginese|??|??|??
bul|bg|Bulgarian|??|??|??
bua|??|Buriat|??|??|??
bur|my|Burmese|??|??|??
cad|??|Caddo|??|??|??
cat|ca|"Catalan| Valencian"|Catalan|3850000|1.1
cau|??|Caucasian languages|??|??|??
ceb|??|Cebuano|??|??|??
cel|??|Celtic languages|??|??|??
cai|??|Central American Indian languages|??|??|??
khm|km|Central Khmer|??|??|??
chg|??|Chagatai|??|??|??
cmc|??|Chamic languages|??|??|??
cha|ch|Chamorro|??|??|??
che|ce|Chechen|??|??|??
chr|??|Cherokee|??|??|??
chy|??|Cheyenne|??|??|??
chb|??|Chibcha|??|??|??
nya|ny|"Chichewa| Chewa| Nyanja"|Chi Chewa|350|0.0001
chi|zh|Chinese|Chinese|56875000|16.25
chn|??|Chinook jargon|??|??|??
chp|??|"Chipewyan| Dene Suline"|??|??|??
cho|??|Choctaw|??|??|??
chu|cu|"Church Slavic| Old Slavonic| Church Slavonic| Old Bulgarian| Old Church Slavonic"|??|??|??
chk|??|Chuukese|??|??|??
chv|cv|Chuvash|??|??|??
nwc|??|"Classical Newari| Old Newari| Classical Nepal Bhasa"|??|??|??
syc|??|Classical Syriac|??|??|??
cop|??|Coptic|??|??|??
cor|kw|Cornish|??|??|??
cos|co|Corsican|??|??|??
mus|??|Creek|??|??|??
cre|cr|Cree|??|??|??
cpe|??|Creoles and pidgins, English based|??|??|??
cpf|??|Creoles and pidgins, French-based|??|??|??
cpp|??|Creoles and pidgins, Portuguese-based|??|??|??
crp|??|Creoles and pidgins|??|??|??
crh|??|"Crimean Tatar| Crimean Turkish"|??|??|??
hrv|hr|Croatian|??|??|??
cus|??|Cushitic languages|??|??|??
cze|cs|Czech|??|??|??
dak|??|Dakota|??|??|??
dan|da|Danish|??|??|??
dar|??|Dargwa|??|??|??
del|??|Delaware|??|??|??
din|??|Dinka|??|??|??
div|dv|"Divehi| Dhivehi| Maldivian"|??|??|??
dgr|??|Dogrib|??|??|??
doi|??|Dogri|??|??|??
dra|??|Dravidian languages|??|??|??
dua|??|Duala|??|??|??
dum|??|Dutch, Middle (ca.1050-1350)|??|??|??
dut|nl|"Dutch| Flemish"|??|??|??
dyu|??|Dyula|??|??|??
dzo|dz|Dzongkha|??|??|??
frs|??|Eastern Frisian|??|??|??
efi|??|Efik|??|??|??
egy|??|Egyptian (Ancient)|??|??|??
eka|??|Ekajuk|??|??|??
elx|??|Elamite|??|??|??
enm|??|English, Middle (1100-1500)|??|??|??
ang|??|English, Old (ca.450-1100)|??|??|??
eng|en|English|English|105140000|30.04
myv|??|Erzya|??|??|??
epo|eo|Esperanto|??|??|??
est|et|Estonian|??|??|??
ewe|ee|Ewe|??|??|??
ewo|??|Ewondo|??|??|??
fan|??|Fang|??|??|??
fat|??|Fanti|??|??|??
fao|fo|Faroese|??|??|??
fij|fj|Fijian|??|??|??
fil|??|"Filipino| Pilipino"|??|??|??
fin|fi|Finnish|??|??|??
fiu|??|Finno-Ugrian languages|??|??|??
fon|??|Fon|Fon|700|0.0002
frm|??|French, Middle (ca.1400-1600)|??|??|??
fro|??|French, Old (842-ca.1400)|??|??|??
fre|fr|French|12.945150000
fur|??|Friulian|??|??|??
ful|ff|Fulah|??|??|??
gla|gd|"Gaelic| Scottish Gaelic"|??|??|??
car|??|Galibi Carib|??|??|??
glg|gl|Galician|??|??|??
lug|lg|Ganda|Luganda|1400|0.0004
gay|??|Gayo|??|??|??
gaa|??|Ga|??|??|??
gba|??|Gbaya|??|??|??
gez|??|Geez|??|??|??
geo|ka|Georgian|??|??|??
gmh|??|German, Middle High (ca.1050-1500)|??|??|??
goh|??|German, Old High (ca.750-1050)|??|??|??
gem|??|Germanic languages|??|??|??
ger|de|German|??|??|??
gil|??|Gilbertese|??|??|??
gon|??|Gondi|??|??|??
gor|??|Gorontalo|??|??|??
got|??|Gothic|??|??|??
grb|??|Grebo|??|??|??
grc|??|Greek, Ancient (to 1453)|??|??|??
gre|el|Greek, Modern (1453-)|??|??|??
grn|gn|Guarani|??|??|??
guj|gu|Gujarati|Gujarati|140000|0.04
gwi|??|Gwich'in|??|??|??
hai|??|Haida|??|??|??
hat|ht|"Haitian| Haitian Creole"|??|??|??
hau|ha|Hausa|??|??|??
haw|??|Hawaiian|??|??|??
heb|he|Hebrew|??|??|??
her|hz|Herero|??|??|??
hil|??|Hiligaynon|??|??|??
him|??|"Himachali languages| Western Pahari languages"|??|??|??
hin|hi|Hindi|Hindi|2450000|0.70
hmo|ho|Hiri Motu|??|??|??
hit|??|Hittite|??|??|??
hmn|??|"Hmong| Mong"|??|??|??
hun|hu|Hungarian|??|??|??
hup|??|Hupa|??|??|??
iba|??|Iban|??|??|??
ice|is|Icelandic|??|??|??
ido|io|Ido|??|??|??
ibo|ig|Igbo|Igbo|3500|0.001
ijo|??|Ijo languages|??|??|??
ilo|??|Iloko|??|??|??
smn|??|Inari Sami|??|??|??
inc|??|Indic languages|??|??|??
ine|??|Indo-European languages|??|??|??
ind|id|Indonesian|Indoniesian|4200000|1.2
inh|??|Ingush|??|??|??
ina|ia|Interlingua (International Auxiliary Language Association)|??|??|??
ile|ie|"Interlingue| Occidental"|??|??|??
iku|iu|Inuktitut|??|??|??
ipk|ik|Inupiaq|??|??|??
ira|??|Iranian languages|??|??|??
mga|??|Irish, Middle (900-1200)|??|??|??
sga|??|Irish, Old (to 900)|??|??|??
gle|ga|Irish|??|??|??
iro|??|Iroquoian languages|??|??|??
ita|it|Italian|??|??|??
jpn|ja|Japanese|??|??|??
jav|jv|Javanese|??|??|??
jrb|??|Judeo-Arabic|??|??|??
jpr|??|Judeo-Persian|??|??|??
kbd|??|Kabardian|??|??|??
kab|??|Kabyle|??|??|??
kac|??|"Kachin| Jingpho"|??|??|??
kal|kl|"Kalaallisut| Greenlandic"|??|??|??
xal|??|"Kalmyk| Oirat"|??|??|??
kam|??|Kamba|??|??|??
kan|kn|Kannada|Kannada|210000|0.06
kau|kr|Kanuri|??|??|??
kaa|??|Kara-Kalpak|??|??|??
krc|??|Karachay-Balkar|??|??|??
krl|??|Karelian|??|??|??
kar|??|Karen languages|??|??|??
kas|ks|Kashmiri|??|??|??
csb|??|Kashubian|??|??|??
kaw|??|Kawi|??|??|??
kaz|kk|Kazakh|??|??|??
kha|??|Khasi|??|??|??
khi|??|Khoisan languages|??|??|??
kho|??|"Khotanese| Sakan"|??|??|??
kik|ki|"Kikuyu| Gikuyu"|Kikuyu|140|0.00004
kmb|??|Kimbundu|??|??|??
kin|rw|Kinyarwanda|Kinyarwanda|10500|0.003
kir|ky|"Kirghiz| Kyrgyz"|??|??|??
tlh|??|"Klingon| tlhIngan-Hol"|??|??|??
kom|kv|Komi|??|??|??
kon|kg|Kongo|??|??|??
kok|??|Konkani|??|??|??
kor|ko|Korean|??|??|??
kos|??|Kosraean|??|??|??
kpe|??|Kpelle|??|??|??
kro|??|Kru languages|??|??|??
kua|kj|"Kuanyama| Kwanyama"|??|??|??
kum|??|Kumyk|??|??|??
kur|ku|Kurdish|??|??|??
kru|??|Kurukh|??|??|??
kut|??|Kutenai|??|??|??
lad|??|Ladino|??|??|??
lah|??|Lahnda|??|??|??
lam|??|Lamba|??|??|??
day|??|Land Dayak languages|??|??|??
lao|lo|Lao|??|??|??
lat|la|Latin|??|??|??
lav|lv|Latvian|??|??|??
lez|??|Lezghian|??|??|??
lim|li|"Limburgan| Limburger| Limburgish"|??|??|??
lin|ln|Lingala|Lingala|0|0
lit|lt|Lithuanian|??|??|??
jbo|??|Lojban|??|??|??
nds|??|"Low German| Low Saxon| German, Low| Saxon, Low"|??|??|??
dsb|??|Lower Sorbian|??|??|??
loz|??|Lozi|??|??|??
lub|lu|Luba-Katanga|??|??|??
lua|??|Luba-Lulua|??|??|??
lui|??|Luiseno|??|??|??
smj|??|Lule Sami|??|??|??
lun|??|Lunda|??|??|??
luo|??|Luo (Kenya and Tanzania)|??|??|??
lus|??|Lushai|??|??|??
ltz|lb|"Luxembourgish| Letzeburgesch"|??|??|??
mac|mk|Macedonian|??|??|??
mad|??|Madurese|??|??|??
mag|??|Magahi|??|??|??
mai|??|Maithili|??|??|??
mak|??|Makasar|??|??|??
mlg|mg|Malagasy|??|??|??
mal|ml|Malayalam|Malayalam|350000|0.10
may|ms|Malay|??|??|??
mlt|mt|Maltese|??|??|??
mnc|??|Manchu|??|??|??
mdr|??|Mandar|??|??|??
man|??|Mandingo|??|??|??
mni|??|Manipuri|??|??|??
mno|??|Manobo languages|??|??|??
glv|gv|Manx|??|??|??
mao|mi|Maori|??|??|??
arn|??|"Mapudungun| Mapuche"|??|??|??
mar|mr|Marathi|Marathi|175000|0.05
chm|??|Mari|??|??|??
mah|mh|Marshallese|??|??|??
mwr|??|Marwari|??|??|??
mas|??|Masai|??|??|??
myn|??|Mayan languages|??|??|??
men|??|Mende|??|??|??
mic|??|"Mi'kmaq| Micmac"|??|??|??
min|??|Minangkabau|??|??|??
mwl|??|Mirandese|??|??|??
moh|??|Mohawk|??|??|??
mdf|??|Moksha|??|??|??
mkh|??|Mon-Khmer languages|??|??|??
mon|mn|Mongolian|??|??|??
lol|??|Mongo|??|??|??
cnr|??|Montenegrin|??|??|??
mos|??|Mossi|??|??|??
mul|??|Multiple languages|??|??|??
mun|??|Munda languages|??|??|??
nqo|??|N'Ko|??|??|??
nah|??|Nahuatl languages|??|??|??
nau|na|Nauru|??|??|??
nav|nv|"Navajo| Navaho"|??|??|??
nde|nd|"Ndebele, North| North Ndebele"|??|??|??
nbl|nr|"Ndebele, South| South Ndebele"|??|??|??
ndo|ng|Ndonga|??|??|??
nap|??|Neapolitan|??|??|??
new|??|"Nepal Bhasa| Newari"|??|??|??
nep|ne|Nepali|Nepali|245000|0.07
nia|??|Nias|??|??|??
nic|??|Niger-Kordofanian languages|??|??|??
ssa|??|Nilo-Saharan languages|??|??|??
niu|??|Niuean|??|??|??
zxx|??|"No linguistic content| Not applicable"|??|??|??
nog|??|Nogai|??|??|??
non|??|Norse, Old|??|??|??
nai|??|North American Indian languages|??|??|??
frr|??|Northern Frisian|??|??|??
sme|se|Northern Sami|??|??|??
nno|nn|"Norwegian Nynorsk| Nynorsk, Norwegian"|??|??|??
nor|no|Norwegian|??|??|??
nub|??|Nubian languages|??|??|??
nym|??|Nyamwezi|??|??|??
nyn|??|Nyankole|??|??|??
nyo|??|Nyoro|??|??|??
nzi|??|Nzima|??|??|??
oci|oc|Occitan (post 1500)|??|??|??
arc|??|"Official Aramaic (700-300 BCE)| Imperial Aramaic (700-300 BCE)"|??|??|??
oji|oj|Ojibwa|??|??|??
ori|or|Oriya|Odia|140000|0.04
orm|om|Oromo|??|??|??
osa|??|Osage|??|??|??
oss|os|"Ossetian| Ossetic"|??|??|??
oto|??|Otomian languages|??|??|??
pal|??|Pahlavi|??|??|??
pau|??|Palauan|??|??|??
pli|pi|Pali|??|??|??
pam|??|"Pampanga| Kapampangan"|??|??|??
pag|??|Pangasinan|??|??|??
pan|pa|"Panjabi| Punjabi"|Punjabi|175000|0.05
pap|??|Papiamento|??|??|??
paa|??|Papuan languages|??|??|??
nso|??|"Pedi| Sepedi| Northern Sotho"|Northern Sotho|700|0.0002
peo|??|Persian, Old (ca.600-400 B.C.)|??|??|??
per|fa|Persian|??|??|??
phi|??|Philippine languages|??|??|??
phn|??|Phoenician|??|??|??
pon|??|Pohnpeian|??|??|??
pol|pl|Polish|??|??|??
por|pt|Portuguese|Portuguese|17150000|4.9
pra|??|Prakrit languages|??|??|??
pro|??|"Provençal, Old (to 1500)| Occitan, Old (to 1500)"|??|??|??
pus|ps|"Pushto| Pashto"|??|??|??
que|qu|Quechua|??|??|??
raj|??|Rajasthani|??|??|??
rap|??|Rapanui|??|??|??
rar|??|"Rarotongan| Cook Islands Maori"|??|??|??
qaa-qtz|??|Reserved for local use|??|??|??
roa|??|Romance languages|??|??|??
rum|ro|"Romanian| Moldavian| Moldovan"|??|??|??
roh|rm|Romansh|??|??|??
rom|??|Romany|??|??|??
run|rn|Rundi|Kirundi|1050|0.0003
rus|ru|Russian|??|??|??
sal|??|Salishan languages|??|??|??
sam|??|Samaritan Aramaic|??|??|??
smi|??|Sami languages|??|??|??
smo|sm|Samoan|??|??|??
sad|??|Sandawe|??|??|??
sag|sg|Sango|??|??|??
san|sa|Sanskrit|??|??|??
sat|??|Santali|??|??|??
srd|sc|Sardinian|??|??|??
sas|??|Sasak|??|??|??
sco|??|Scots|??|??|??
sel|??|Selkup|??|??|??
sem|??|Semitic languages|??|??|??
srp|sr|Serbian|??|??|??
srr|??|Serer|??|??|??
shn|??|Shan|??|??|??
sna|sn|Shona|Chi Shona|3500|0.001
iii|ii|"Sichuan Yi| Nuosu"|??|??|??
scn|??|Sicilian|??|??|??
sid|??|Sidamo|??|??|??
sgn|??|Sign Languages|??|??|??
bla|??|Siksika|??|??|??
snd|sd|Sindhi|??|??|??
sin|si|"Sinhala| Sinhalese"|??|??|??
sit|??|Sino-Tibetan languages|??|??|??
sio|??|Siouan languages|??|??|??
sms|??|Skolt Sami|??|??|??
den|??|Slave (Athapascan)|??|??|??
sla|??|Slavic languages|??|??|??
slo|sk|Slovak|??|??|??
slv|sl|Slovenian|??|??|??
sog|??|Sogdian|??|??|??
som|so|Somali|??|??|??
son|??|Songhai languages|??|??|??
snk|??|Soninke|??|??|??
wen|??|Sorbian languages|??|??|??
sot|st|Sotho, Southern|Sesotho|245|0.00007
sai|??|South American Indian languages|??|??|??
alt|??|Southern Altai|??|??|??
sma|??|Southern Sami|??|??|??
spa|es|"Spanish| Castilian"|Spanish|37800000|10.8
srn|??|Sranan Tongo|??|??|??
zgh|??|Standard Moroccan Tamazight|??|??|??
suk|??|Sukuma|??|??|??
sux|??|Sumerian|??|??|??
sun|su|Sundanese|??|??|??
sus|??|Susu|??|??|??
swa|sw|Swahili|Swahili|70000|0.02
ssw|ss|Swati|??|??|??
swe|sv|Swedish|??|??|??
gsw|??|"Swiss German| Alemannic| Alsatian"|??|??|??
syr|??|Syriac|??|??|??
tgl|tl|Tagalog|??|??|??
tah|ty|Tahitian|??|??|??
tai|??|Tai languages|??|??|??
tgk|tg|Tajik|??|??|??
tmh|??|Tamashek|??|??|??
tam|ta|Tamil|Tamil|700000|0.20
tat|tt|Tatar|??|??|??
tel|te|Telugu|Telugu|315000|0.09
ter|??|Tereno|??|??|??
tet|??|Tetum|??|??|??
tha|th|Thai|??|??|??
tib|bo|Tibetan|??|??|??
tig|??|Tigre|??|??|??
tir|ti|Tigrinya|??|??|??
tem|??|Timne|??|??|??
tiv|??|Tiv|??|??|??
tli|??|Tlingit|??|??|??
tpi|??|Tok Pisin|??|??|??
tkl|??|Tokelau|??|??|??
tog|??|Tonga (Nyasa)|??|??|??
ton|to|Tonga (Tonga Islands)|??|??|??
tsi|??|Tsimshian|??|??|??
tso|ts|Tsonga|Xitsonga|245|0.00007
tsn|tn|Tswana|Setswana|7000|0.0002
tum|??|Tumbuka|??|??|??|0.00002|70
tup|??|Tupi languages|??|??|??
ota|??|Turkish, Ottoman (1500-1928)|??|??|??
tur|tr|Turkish|??|??|??
tuk|tk|Turkmen|??|??|??
tvl|??|Tuvalu|??|??|??
tyv|??|Tuvinian|??|??|??
twi|tw|Twi|??|??|??
udm|??|Udmurt|??|??|??
uga|??|Ugaritic|??|??|??
uig|ug|"Uighur| Uyghur"|??|??|??
ukr|uk|Ukrainian|??|??|??
umb|??|Umbundu|??|??|??
mis|??|Uncoded languages|??|??|??
und|??|Undetermined|??|??|??
hsb|??|Upper Sorbian|??|??|??
urd|ur|Urdu|Urdu|350000|0.10
uzb|uz|Uzbek|??|??|??
vai|??|Vai|??|??|??
ven|ve|Venda|??|??|??
vie|vi|Vietnamese|Vietnamese|9450000|2.7
vol|vo|Volapük|??|??|??
vot|??|Votic|??|??|??
wak|??|Wakashan languages|??|??|??
wln|wa|Walloon|??|??|??
war|??|Waray|??|??|??
was|??|Washo|??|??|??
wel|cy|Welsh|??|??|??
fry|fy|Western Frisian|??|??|??
wal|??|"Wolaitta| Wolaytta"|??|??|??
wol|wo|Wolof|Wolof|1400|0.0004
xho|xh|Xhosa|Xhosa|3500|0.001
sah|??|Yakut|??|??|??
yao|??|Yao|??|??|??
yap|??|Yapese|??|??|??
yid|yi|Yiddish|??|??|??
yor|yo|Yoruba|Yoruba|21000|0.006
ypk|??|Yupik languages|??|??|??
znd|??|Zande languages|??|??|??
zap|??|Zapotec|??|??|??
zza|??|"Zaza| Dimili| Dimli| Kirdki| Kirmanjki| Zazaki"|??|??|??
zen|??|Zenaga|??|??|??
zha|za|"Zhuang| Chuang"|??|??|??
zul|zu|Zulu0.001|Isi Zulu
zun|??|Zuni|??|??|??